Name,Population,White,Blk_AfAm,AmInd_AkNa,Asian,NatHaw_Pac,Other_Race,TwoOrMore,Hisp_Lat,SHAPE__Area,TotalNumberOfResidents,AllRaceExcptBlk,IsBlack,IsWhite,Boundaries
ABELL,889.0,606.0,213.0,3.0,33.0,1,4.0,29.0,30.0,316336.0625,890.0,677.0,False,True,"POLYGON ((-76.6111324007745 39.3234461864839,-76.6116740090538 39.3234333399751,-76.6121938371677 39.3234095641562,-76.6124164554723 39.323398595923,-76.6126514790273 39.3233870151077,-76.6127503375624 39.3233821444351,-76.6132105927659 39.323366450232,-76.6132491396541 39.3238968555467,-76.6132832233525 39.3243847279321,-76.6133005228358 39.3246388713479,-76.6133138562626 39.3248138869538,-76.6133305490303 39.3250330125526,-76.6133566306363 39.3254304581891,-76.6133768957987 39.3257629279181,-76.6133898603437 39.3259397329317,-76.6133981899329 39.3261138879941,-76.613408016547 39.3263193589526,-76.6134163884368 39.3264796038455,-76.6134291666828 39.3267244409657,-76.6134467489903 39.327034121753,-76.6134619614064 39.3272088326304,-76.6134899917584 39.3275307654952,-76.6135045926411 39.3277945062527,-76.613524219525 39.3281494266003,-76.6135309822025 39.3283328441946,-76.6128370128601 39.328357813512,-76.6121855985728 39.3283882290663,-76.6116313236536 39.3284059236551,-76.6112364206096 39.3284242563469,-76.611091188701 39.3284138874792,-76.6107385885239 39.3284411831042,-76.610669968094 39.328443704924,-76.6102627161967 39.3284586660725,-76.6096992598053 39.3284842648232,-76.6094375276106 39.3284989414879,-76.6094319919002 39.3283195657715,-76.609428175026 39.3279896597127,-76.609419486089 39.3272281438817,-76.6094192147266 39.3272043496623,-76.6094159332244 39.3270433872949,-76.6094126904589 39.3268101335275,-76.6094114837908 39.3267234899425,-76.6094088958576 39.3264200059138,-76.6094082747996 39.3261399073731,-76.609408149286 39.326083745159,-76.6094089749096 39.3258067202541,-76.6094118174303 39.3255690450174,-76.6094120755623 39.3255474503769,-76.6094121597123 39.3253898607129,-76.6094157380033 39.3251272488025,-76.609418419852 39.3247896779048,-76.6094192329857 39.3243580668584,-76.6094247655312 39.3240693134542,-76.6094278435874 39.323908650396,-76.6094298394923 39.3238044320101,-76.6094347309453 39.3235960459576,-76.6094389391503 39.3234167410793,-76.609559818255 39.3234511073244,-76.6100089718707 39.3234553899579,-76.6106036294319 39.3234638416049,-76.6111324007745 39.3234461864839))"
ALLENDALE,3554.0,18.0,3497.0,8.0,6.0,0,5.0,20.0,21.0,1759173.438,3555.0,58.0,True,False,"POLYGON ((-76.672627345299 39.2918441815671,-76.6726265443867 39.291828086402,-76.6726253570036 39.2918015413728,-76.6726103395277 39.2914660096739,-76.672605768807 39.2913203444307,-76.672599209721 39.2910127660479,-76.6725796487182 39.2908625444088,-76.6725473860896 39.2906147713161,-76.6725307092943 39.2903430220321,-76.6725105549297 39.2899256843246,-76.6725036493337 39.2897826661339,-76.673051173689 39.2897798027256,-76.6731062333098 39.2897517433063,-76.6733033690127 39.2895993015437,-76.6734594638835 39.2894786069901,-76.6738489494127 39.2891745859791,-76.6741446020089 39.2889405076157,-76.6742441242491 39.2888617114701,-76.6748906204322 39.2883462554761,-76.6753740020415 39.2879786163806,-76.6754709411693 39.2879049247474,-76.6756781899599 39.2877396620658,-76.6757957047224 39.2878116724046,-76.6759748589584 39.2879214539185,-76.6760206335741 39.287949505481,-76.6762953600218 39.2881146935639,-76.6765448036002 39.2879834393662,-76.6767207625312 39.287859211021,-76.676747485315 39.2878403398061,-76.676972735531 39.2876325905649,-76.6771913489851 39.2874300731668,-76.6774139257183 39.2872254413471,-76.6776259264103 39.2870358902994,-76.6778606110233 39.2868190135023,-76.6780378162149 39.2866542596384,-76.6781012623088 39.28659527078,-76.6783133822382 39.2864046757145,-76.6786148799181 39.2861297922077,-76.6792036835038 39.2855948447902,-76.6793292233893 39.2854807875685,-76.6803168986841 39.284576813364,-76.6803978890595 39.2845050378675,-76.6806598219207 39.2842729030757,-76.6808141429259 39.2841376465404,-76.6810721522931 39.284161976044,-76.6811942071154 39.2841838463182,-76.6814307844569 39.2842262365373,-76.6816212900837 39.2842745896486,-76.6817554416858 39.2843214440542,-76.6819581790094 39.284413854358,-76.6821352868189 39.2845276087047,-76.682194207674 39.2845616618916,-76.6824289113025 39.2846973069138,-76.6825584951397 39.2847780967514,-76.6827560279993 39.2849011417215,-76.6827942475691 39.2849242043796,-76.6829808999413 39.2850368356333,-76.6831419689871 39.2851340297322,-76.6834610467026 39.2853293196761,-76.6834942081536 39.2853498553551,-76.6837564049567 39.2855122225035,-76.6840309424034 39.2856845378021,-76.6841570192828 39.2857613503693,-76.6841863320985 39.285779211057,-76.6845366744883 39.2859853704618,-76.6847425193731 39.2861033937053,-76.6848535257941 39.2861632848497,-76.6849506524442 39.2862267642171,-76.6854405345633 39.2865469338282,-76.685769651162 39.2867487837725,-76.6860734590804 39.2869331138546,-76.6861673970798 39.286981863482,-76.6862206324118 39.2870094896284,-76.6864339546935 39.2870973625335,-76.6867930851133 39.2872257013298,-76.6868708124497 39.2872576665744,-76.6869763437483 39.2872977550335,-76.6872720653964 39.2874108068502,-76.6872804299964 39.2874138763824,-76.6874777898079 39.2874863136263,-76.6877790160305 39.2876202917011,-76.6878766832461 39.2876697065103,-76.6881936407065 39.2878305057438,-76.6883603074645 39.2879164515566,-76.6884346583364 39.2879548003789,-76.6885309552965 39.2880044605125,-76.6887461679591 39.2881106087663,-76.6888964914634 39.2881808742478,-76.6889201609044 39.2883973818411,-76.6889443829515 39.2888791397174,-76.6889600464396 39.2892204494495,-76.6889662932629 39.2895038218082,-76.6889819985791 39.2897367659558,-76.6889930739985 39.2898206594015,-76.6890269410167 39.2900935884809,-76.6890701810934 39.2902970209845,-76.6890955954511 39.290425390317,-76.6891719493159 39.2907572971212,-76.6892366835321 39.2911221804482,-76.6892734480028 39.291489263234,-76.6892776817502 39.2915683005456,-76.6893127255428 39.2920327163074,-76.689324137089 39.2922409240002,-76.6893484028747 39.2926987968815,-76.6893760735393 39.2931582694328,-76.6894061951864 39.2934551807694,-76.6884631057535 39.2934886914532,-76.6884039866947 39.2934907919649,-76.6871110591262 39.2935385690872,-76.6868924989369 39.2935452523033,-76.6865486278455 39.2935564225941,-76.6862237529086 39.2935704547772,-76.6859381600326 39.2935845730642,-76.6854540807218 39.2936001590842,-76.6849690938827 39.2936187951422,-76.6845516993769 39.2936357335296,-76.6839200473408 39.293657425766,-76.6834689413496 39.29367687099,-76.683365223142 39.2936813087631,-76.6826991228671 39.2937066118056,-76.6826249384259 39.2937094298597,-76.6816794768773 39.2937371040435,-76.6816042054503 39.2937393068943,-76.6813110589081 39.2937499958109,-76.6812013757423 39.2937540272673,-76.6806942083196 39.293772669263,-76.6806355139533 39.2937748273716,-76.6797656496571 39.2937976176721,-76.6796381096676 39.2938077943991,-76.6796019901226 39.2938091587295,-76.6783697937997 39.2938556802747,-76.6772790092617 39.2939010992926,-76.6772178472303 39.2939036461494,-76.677114816443 39.2939015534111,-76.6769612280241 39.2939074004656,-76.6765932063893 39.2939214477145,-76.6763929739274 39.293929089633,-76.6763854737307 39.2939293410022,-76.6755408266524 39.2939576118613,-76.6755406886853 39.293957615984,-76.6754681225638 39.2927306629081,-76.6754278832816 39.2918732659252,-76.6750140055388 39.2918836172113,-76.674654629373 39.2918553394794,-76.6745757197092 39.2918232043863,-76.6741562516388 39.2918009333485,-76.6740794161384 39.2917972901279,-76.6737216407889 39.2918057351596,-76.6732962269879 39.2918278888112,-76.672627345299 39.2918441815671))"
ARCADIA,1235.0,623.0,537.0,4.0,12.0,0,10.0,49.0,31.0,980017.9359,1217.0,680.0,False,True,"POLYGON ((-76.5685271368632 39.335951205063,-76.5681388747155 39.3358901650291,-76.5677149941729 39.3358280244284,-76.5676598429205 39.3358199382454,-76.5674895385473 39.3357969957045,-76.5674066814081 39.3358026141541,-76.5673501221043 39.3358302526826,-76.5671308031518 39.3359668681685,-76.5668597964894 39.336152948432,-76.5665710789273 39.3363348049057,-76.5662224273323 39.3365604636601,-76.5658985189958 39.3367727672573,-76.5656278629167 39.3369458418316,-76.5654053511467 39.3370886475412,-76.5653855229885 39.3371026709655,-76.5652622570435 39.3371897148787,-76.565101169547 39.3372667600453,-76.5649614509333 39.3370233082485,-76.564845034093 39.3368189656943,-76.5648021596916 39.3367429602635,-76.5646045651794 39.3363971045726,-76.5644207020184 39.3360634261792,-76.5642148882115 39.3357142371411,-76.5640489655639 39.335427708591,-76.5638426970615 39.3350581917065,-76.5636915145199 39.3347938189783,-76.5635433876735 39.3345289790767,-76.5634895360552 39.3344326951885,-76.5631113154631 39.3337864140924,-76.5628798070226 39.3333700822522,-76.5625687042687 39.3328066863006,-76.562405283495 39.3325191339718,-76.56198503826 39.331822535817,-76.561845449664 39.331597917717,-76.5618022142777 39.3315154801372,-76.5615884903446 39.3311127373818,-76.5619298766599 39.3308705100481,-76.5621664399668 39.3306999352135,-76.5624542663148 39.3304925974013,-76.5627506445672 39.3302708030026,-76.5630023615784 39.3300853753998,-76.5631957178422 39.3299469234695,-76.5632192407708 39.3299300794534,-76.563446353141 39.3297489992631,-76.5637819439992 39.3294835317008,-76.5641099014589 39.3292304039833,-76.5644580041698 39.3289566029719,-76.5645075238553 39.32891761636,-76.5648971527965 39.32920316718,-76.5657391279896 39.3298201079098,-76.5660726840415 39.330062923974,-76.5662308339747 39.3299327501176,-76.5664075230359 39.3297838061177,-76.5665799552089 39.3296384032192,-76.5668614654415 39.3294109220433,-76.5672032696888 39.329160900211,-76.5672654472969 39.3294183486452,-76.5672954800649 39.3295258206773,-76.5674072221611 39.3297574080266,-76.5675185488459 39.3299347693918,-76.5676547566133 39.3300765749257,-76.5677975001726 39.3302036031806,-76.5679439705852 39.330314485477,-76.5680884299454 39.3304246657169,-76.5682486138048 39.3305713803501,-76.5683914920923 39.3307114800513,-76.5685032610907 39.3308419723611,-76.5685842982151 39.3309635072961,-76.5686494013699 39.3310835731229,-76.568711281961 39.3311946087662,-76.5687674386545 39.3312974868909,-76.5688221191358 39.3313894766978,-76.5689441672376 39.3315276284122,-76.5691230015227 39.3317179794944,-76.569324981856 39.3319336946639,-76.5696038330244 39.3322394048119,-76.5699772410386 39.3326413171774,-76.5700852012448 39.3327509505842,-76.5701640199083 39.3328137355897,-76.5702793404914 39.3328773718831,-76.5704637866494 39.332930784045,-76.5706368992277 39.3329500376985,-76.5711988270481 39.3330338535712,-76.571624505398 39.3331033194718,-76.5717647740432 39.3331370538284,-76.5718428339371 39.3331665810323,-76.5719732300104 39.3332454500011,-76.5720564392522 39.3333164069007,-76.5720844511314 39.3333402904816,-76.5721503017426 39.3334162598476,-76.5722524211449 39.3335838701626,-76.572322111223 39.3337950280574,-76.5723453303544 39.3339558747925,-76.5723556798454 39.3340545472693,-76.5723695059797 39.3343196711579,-76.5723863857335 39.3346444889123,-76.572413181817 39.3348635136157,-76.5724732161613 39.3350612222441,-76.57257959715 39.3352472301747,-76.5727590146953 39.3354325054347,-76.5729043487612 39.3355616110446,-76.5730548354005 39.3356778634714,-76.5731927743967 39.3357617719702,-76.5734119274523 39.3359716079694,-76.5737151661534 39.3362249988664,-76.57397964996 39.3364510359776,-76.5742151021261 39.3366464004007,-76.5743556287539 39.3367635283911,-76.5744413450494 39.3368349168313,-76.5745592722483 39.3369164741434,-76.5747576942975 39.3370263448417,-76.5746233724317 39.3372721984137,-76.5744458455117 39.3375736319635,-76.5742252709892 39.3378880467403,-76.5740205015423 39.3381406432181,-76.5738200222082 39.3383710982613,-76.5735306352368 39.3387021494287,-76.5732365943275 39.3390298826221,-76.5731134126668 39.338963176323,-76.5728365216291 39.3388217393329,-76.5727788771909 39.3387914916975,-76.5726151102239 39.3387055586135,-76.5723658386692 39.3385727897257,-76.5722692514784 39.3385213451702,-76.5719305567292 39.3383460588792,-76.5715973749754 39.3381724391567,-76.5714349017579 39.338081347825,-76.5713209858985 39.3380174810287,-76.5712866292257 39.3380424091711,-76.5712314329363 39.3380824587323,-76.5708810741005 39.3377950088077,-76.5705326324767 39.3375425201763,-76.5703539935799 39.3374095149564,-76.5702478754524 39.3373104914357,-76.5700522607029 39.3371694646637,-76.5697401503501 39.3369403728376,-76.56947375136 39.336752944199,-76.5691626093434 39.3365231580632,-76.5688344580405 39.3362824699762,-76.5685912734229 39.336092845528,-76.5685271368632 39.335951205063))"
ARLINGTON,2598.0,33.0,2496.0,3.0,9.0,0,10.0,47.0,17.0,783270.8329,2568.0,72.0,True,False,"POLYGON ((-76.6862655982037 39.3479128201721,-76.6864582538257 39.3481033391944,-76.6867013956955 39.3483704077189,-76.6868175814413 39.3484964625447,-76.6868689114256 39.3485593845295,-76.6870768409562 39.3487880481232,-76.6873420150709 39.3490787435807,-76.6874450296942 39.3491916713563,-76.687634689077 39.3493783432346,-76.6875915663287 39.349400046413,-76.6878377080918 39.3496665097233,-76.687947291036 39.3497846445408,-76.6880231338809 39.3498664087903,-76.6880838484723 39.3499318618739,-76.6883508028329 39.3502216976424,-76.6885000284683 39.3503873952139,-76.6886126468903 39.3505008995064,-76.6885020733807 39.3505495744877,-76.6882769895126 39.3506661769395,-76.6879543164453 39.3508282416005,-76.6877169337486 39.3509399535411,-76.6876021285971 39.3509939812446,-76.6874926303732 39.3510560476381,-76.6872997977155 39.3511522303657,-76.6867164939213 39.3514351702386,-76.6866285768938 39.3514778148092,-76.6861200265143 39.3517320524578,-76.685787618928 39.3518930952442,-76.6856612280807 39.3519543266317,-76.6852957039158 39.3521419017657,-76.6851141112269 39.3522301880625,-76.6848914132843 39.3523384567407,-76.6845425701793 39.3524805769333,-76.684404906126 39.3523966521528,-76.6841834862189 39.3522690388556,-76.6839138494013 39.3521100848734,-76.683473431445 39.3518195939992,-76.6833950987216 39.3517689533472,-76.6833429405933 39.3517352341883,-76.6829299877933 39.3514957304566,-76.6827080114203 39.3513498070774,-76.6825959651373 39.3512761501517,-76.6814637257476 39.3506616492257,-76.6813177893767 39.3506000511383,-76.6810916925015 39.3505340470331,-76.6808296310187 39.350457542213,-76.6802472985084 39.3502959406896,-76.6797511494192 39.3501627588259,-76.6794202809193 39.3500701716436,-76.6790721690825 39.349975234167,-76.6790224612016 39.3499617233752,-76.6788709414501 39.3499205384972,-76.6783602216197 39.3497788989156,-76.6770923652617 39.3494292292984,-76.6768576686606 39.3493536248122,-76.6768461700514 39.3493499199862,-76.6764661650882 39.3492275090567,-76.6760084476128 39.3490393916613,-76.6759661183679 39.3490255972528,-76.6759223492459 39.3490113331769,-76.675856125926 39.3489762486942,-76.6764626947675 39.3485904302361,-76.6768354432415 39.3483527948347,-76.6781353911061 39.3475273404299,-76.67836090527 39.3473841379097,-76.6784852809262 39.3473074394336,-76.6788312979406 39.3470940589886,-76.6788544136752 39.3470798039355,-76.6792734812246 39.3468109423216,-76.6795088534926 39.3466550000551,-76.6795395474661 39.3466346647971,-76.6801883336378 39.3462197300349,-76.6803107157963 39.3461396716256,-76.6805161130813 39.346005305061,-76.6806364412903 39.3459136310611,-76.6810143775629 39.3455367434169,-76.681298221303 39.3452303312028,-76.6813674749352 39.3451562824209,-76.6818391991422 39.3446518956845,-76.6818715185223 39.3446200662287,-76.6823061931198 39.3441919791906,-76.6824104080077 39.3442547596832,-76.6828178152549 39.3444995914484,-76.6828341108169 39.3445093841466,-76.682913980539 39.3445573812735,-76.683660437889 39.344991863781,-76.6838173744206 39.3450829582672,-76.6838513732581 39.3451103448913,-76.6841079601964 39.345352899202,-76.6842518360686 39.3454821936098,-76.6844923800507 39.3457063936733,-76.6847838659726 39.3459701985305,-76.6848561412056 39.3460463941955,-76.6845284334921 39.3462538776954,-76.6848546592881 39.3465610390693,-76.6850707776703 39.3467645246795,-76.685113835497 39.3468052976906,-76.6856502453107 39.3473132363822,-76.6857396232651 39.3474146970561,-76.6860067247963 39.3476767023045,-76.6862655982037 39.3479128201721))"
