CrimeDateTime,date,year,month,day,crimecode,description,Latitude,Longitude,Latitude_rad,Longitude_rad,Neighborhood,IsBlack,IsWhite
2011-01-24 13:15:00,2011-01-24,2011,1,24,4C,AGG. ASSAULT,39.2942173975001,-76.6774272807779,0.6858134705808142,-1.338273568008097,EDGEWOOD,True,False
2011-01-24 20:04:00,2011-01-24,2011,1,24,4A,AGG. ASSAULT,39.3363579743324,-76.6922002794115,0.6865489623952274,-1.3385314054746458,HOWARD PARK,True,False
2011-01-24 21:35:00,2011-01-24,2011,1,24,4B,AGG. ASSAULT,39.319273691415,-76.5718604319847,0.6862507854079766,-1.3364310789157006,BELAIR-EDISON,True,False
2011-01-25 10:30:00,2011-01-25,2011,1,25,4C,AGG. ASSAULT,39.2934131643777,-76.6081433401985,0.6857994340648746,-1.33706433512623,PENN-FALLSWAY,True,False
2011-01-25 20:13:00,2011-01-25,2011,1,25,4A,AGG. ASSAULT,39.3123515920218,-76.6325169739001,0.686129971982415,-1.337489735284998,RESERVOIR HILL,True,False
2011-01-26 17:50:00,2011-01-26,2011,1,26,4C,AGG. ASSAULT,39.3286886725515,-76.6030247427289,0.6864151078278217,-1.3369749987473016,EDNOR GARDENS-LAKESIDE,True,False
2011-01-26 18:00:00,2011-01-26,2011,1,26,4D,AGG. ASSAULT,39.3180722289912,-76.6157821980961,0.6862298159328423,-1.3371976583476353,CHARLES VILLAGE,False,True
2011-01-26 22:15:00,2011-01-26,2011,1,26,4C,AGG. ASSAULT,39.2940901125378,-76.601941807371,0.6858112490391338,-1.33695609795972,PLEASANT VIEW GARDENS,True,False
2011-01-27 03:00:00,2011-01-27,2011,1,27,4D,AGG. ASSAULT,39.3226184021552,-76.627759444335,0.6863091616229199,-1.3374067007298265,HAMPDEN,False,True
2011-01-27 13:00:00,2011-01-27,2011,1,27,4B,AGG. ASSAULT,39.3067211539068,-76.655123487613,0.6860317022989785,-1.3378842933816857,COPPIN HEIGHTS/ASH-CO-EAST,True,False
2011-01-27 20:00:00,2011-01-27,2011,1,27,4B,AGG. ASSAULT,39.2708811222583,-76.5917289388137,0.6854061757426932,-1.3367778497773215,LOCUST POINT,False,True
2011-01-27 22:00:00,2011-01-27,2011,1,27,4B,AGG. ASSAULT,39.3327127839545,-76.6596616259398,0.6864853418212711,-1.3379634988373992,GREENSPRING,True,False
2011-01-27 23:20:00,2011-01-27,2011,1,27,4B,AGG. ASSAULT,39.2312566121845,-76.5906317273971,0.6847145975774157,-1.3367586998255114,CURTIS BAY,False,True
2011-01-28 02:51:00,2011-01-28,2011,1,28,4A,AGG. ASSAULT,39.294142308077,-76.6796415497223,0.6858121600231477,-1.3383122142917014,EDGEWOOD,True,False
2011-01-28 16:10:00,2011-01-28,2011,1,28,4D,AGG. ASSAULT,39.3489073709384,-76.6034138387376,0.6867679906851407,-1.3369817897537597,KENILWORTH PARK,True,False
2011-01-28 18:20:00,2011-01-28,2011,1,28,4B,AGG. ASSAULT,39.3325819162799,-76.6356116519558,0.6864830577494649,-1.3375437476063594,HAMPDEN,False,True
2011-01-28 20:12:00,2011-01-28,2011,1,28,4D,AGG. ASSAULT,39.2847636630638,-76.5921292239144,0.6856484717882916,-1.3367848360702754,FELLS POINT,False,True
2011-01-28 20:44:00,2011-01-28,2011,1,28,4B,AGG. ASSAULT,39.3541083039062,-76.5863194030641,0.6868587640896044,-1.3366834355674866,PERRING LOCH,True,False
2011-01-28 21:04:00,2011-01-28,2011,1,28,4C,AGG. ASSAULT,39.236046937969,-76.6026964923701,0.6847982045345984,-1.3369692696977695,BROOKLYN,False,True
2011-01-29 21:00:00,2011-01-29,2011,1,29,4B,AGG. ASSAULT,39.2776037106884,-76.541570924911,0.6855235070450549,-1.3359024272884583,O'DONNELL HEIGHTS,True,False
2011-01-30 01:55:00,2011-01-30,2011,1,30,4B,AGG. ASSAULT,39.3013355705139,-76.6620075608791,0.6859377061366316,-1.3380044431261275,WINCHESTER,True,False
2011-01-31 00:20:00,2011-01-31,2011,1,31,4C,AGG. ASSAULT,39.279062994306,-76.6567302992512,0.6855489763489024,-1.3379123375352315,MILLHILL,True,False
2011-01-31 01:55:00,2011-01-31,2011,1,31,4D,AGG. ASSAULT,39.3214772649199,-76.5360745836339,0.6862892450209468,-1.3358064980363598,FRANKFORD,True,False
2011-01-31 09:57:00,2011-01-31,2011,1,31,4C,AGG. ASSAULT,39.3208150770699,-76.6235780296107,0.6862776876626977,-1.337333721275496,REMINGTON,False,True
2011-01-31 13:45:00,2011-01-31,2011,1,31,4C,AGG. ASSAULT,39.2910323194153,-76.6511113775528,0.6857578804813014,-1.3378142688511827,PENROSE/FAYETTE STREET OUTREACH,True,False
2011-01-31 13:50:00,2011-01-31,2011,1,31,4B,AGG. ASSAULT,39.3319175847275,-76.6839878160754,0.6864714629765506,-1.3383880709497316,DORCHESTER,True,False
2011-01-31 18:15:00,2011-01-31,2011,1,31,4D,AGG. ASSAULT,39.2891401621216,-76.5449857941119,0.6857248561065606,-1.335962027999539,HOPKINS BAYVIEW,False,True
2011-01-31 23:50:00,2011-01-31,2011,1,31,4C,AGG. ASSAULT,39.3163059437572,-76.6336355032215,0.6861989884399796,-1.3375092573044367,RESERVOIR HILL,True,False
2011-02-01 23:45:00,2011-02-01,2011,2,1,4C,AGG. ASSAULT,39.2946781825836,-76.6505636959675,0.6858215127976655,-1.3378047100042667,MIDTOWN-EDMONDSON,True,False
2011-02-02 01:45:00,2011-02-02,2011,2,2,4B,AGG. ASSAULT,39.2966982790204,-76.6484073953061,0.6858567701316952,-1.3377670754580622,MIDTOWN-EDMONDSON,True,False
2011-02-02 02:00:00,2011-02-02,2011,2,2,4B,AGG. ASSAULT,39.3154802192236,-76.629196435732,0.6861845768281539,-1.3374317809610268,RESERVOIR HILL,True,False
2011-02-02 18:20:00,2011-02-02,2011,2,2,4C,AGG. ASSAULT,39.3286576870365,-76.6561223915325,0.6864145670285645,-1.337901727543992,PARK CIRCLE,True,False
2011-02-03 12:30:00,2011-02-03,2011,2,3,4B,AGG. ASSAULT,39.2904630969753,-76.5471916562635,0.6857479456755471,-1.3360005275569296,PULASKI INDUSTRIAL AREA,False,True
2011-02-04 12:58:00,2011-02-04,2011,2,4,4A,AGG. ASSAULT,39.2369643391488,-76.6121633986615,0.6848142162057476,-1.3371344983825322,BROOKLYN,False,True
2011-02-04 15:15:00,2011-02-04,2011,2,4,4D,AGG. ASSAULT,39.3325335460544,-76.5910851679396,0.68648221352977,-1.33676661385594,EDNOR GARDENS-LAKESIDE,True,False
2011-02-04 19:00:00,2011-02-04,2011,2,4,4C,AGG. ASSAULT,39.284820754492,-76.5783559464428,0.6856494682216884,-1.3365444470296053,CANTON,False,True
2011-02-04 23:30:00,2011-02-04,2011,2,4,4A,AGG. ASSAULT,39.2975413032052,-76.5945620637612,0.685871483679394,-1.336827297135776,DUNBAR-BROADWAY,True,False
2011-02-05 04:00:00,2011-02-05,2011,2,5,4B,AGG. ASSAULT,39.3338541858921,-76.5766245901217,0.6865052630431708,-1.3365142291612768,MONTEBELLO,True,False
2011-02-05 06:00:00,2011-02-05,2011,2,5,4B,AGG. ASSAULT,39.3137510562063,-76.6320154250001,0.6861543972401982,-1.3374809816053337,RESERVOIR HILL,True,False
2011-02-05 11:19:00,2011-02-05,2011,2,5,4C,AGG. ASSAULT,39.3338259170436,-76.6039694727434,0.6865047696586888,-1.336991487396597,EDNOR GARDENS-LAKESIDE,True,False
2011-02-05 18:25:00,2011-02-05,2011,2,5,4B,AGG. ASSAULT,39.3050093902331,-76.5795924822469,0.6860018263868564,-1.3365660286507055,BEREA,True,False
